OBJECTID,TRACT,STATE_FIPS,CNTY_FIPS,TRACT_CODE,CENSUS_KEY,COUNTY,TRACT_ID,MSSA_ID,MSSA_NAME,AREA_SQMI,POP,POP_CIV,POP100POV,PCT100POV,POP200POV,PCT200POV,WHITE,PCT_WHITE,NHS_WHITE,PCT_NHS_WHITE,BLACK,PCT_BLACK,NHS_BLACK,PCT_NHS_BLACK,ASIAN,PCT_ASIAN,NHS_ASIAN,PCT_NHS_ASIAN,AMIND_ESK,PCT_AMIND_ESK,NHS_AMIND_ESK,PCT_NHS_AMIND_ESK,ISLANDER,PCT_ISLAND,NHS_ISLANDER,PCT_NHS_ISLANDER,OTHER_RACE,PCT_OTHER,NHS_OTHER_RACE,PCT_NHS_OTHER_RACE,MULTI_RACE,PCT_MULTI,NHS_MULTI_RACE,PCT_NHS_MULTI_RACE,HISPANIC,PCT_HSPNC,AGE_UNDER5,PCT_UNDER5,AGE_UNDR18,PCT_UNDR18,AGE_18_64,PCT_18_64,AGE_65OVER,PCT_65OVER,ELD_RATIO,YTH_RATIO,TotalPovertyPop,SHAPE_Length,SHAPE_Area
7002,5745,6,37,574500,6037574500,Los Angeles,5745,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,1.017765,6391,6391,326,5.112121,940,14.740473,4918,76.951963,4303,67.329056,422,6.603035,225,3.520575,623,9.748083,541,8.465028,120,1.87764,46,0.719762,242,3.786574,126,1.971522,518,8.105147,127,1.987169,452,7.072445,267,4.177749,756,11.829134,314,4.913159,1357,21.232983,3817,59.724612,1217,19.042403,0.318836,0.355514,6377,7725.251684,2636011.084
7003,5749.01,6,37,574901,6037574901,Los Angeles,5749.01,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,0.517908,3779,3779,241,6.377348,470,12.437152,3135,82.958454,2696,71.341624,294,7.779835,237,6.2715,287,7.594601,206,5.451177,0,0,0,0,0,0,0,0,221,5.848107,0,0,158,4.181,62,1.640645,578,15.295051,256,6.774278,885,23.418893,2426,64.196877,468,12.384228,0.19291,0.364798,3779,5175.228183,1341381.876
7004,5771,6,37,577100,6037577100,Los Angeles,5771,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,0.469269,6197,5954,668,11.219348,1696,28.485052,4784,77.198644,4020,64.870098,484,7.81023,463,7.471357,492,7.939325,375,6.051315,57,0.919799,0,0,63,1.01662,0,0,634,10.230756,43,0.693884,317,5.115378,188,3.033725,1108,17.879619,264,4.260125,693,11.18283,4498,72.583508,1006,16.233661,0.223654,0.154068,5954,4427.444094,1215407.173
7137,5741,6,37,574100,6037574100,Los Angeles,5741,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,0.710098,5173,5173,382,7.400232,470,9.104998,4248,82.118693,3597,69.534119,270,5.219408,151,2.919002,363,7.017204,344,6.649913,77,1.488497,7,0.135317,16,0.309298,0,0,417,8.061086,14,0.270635,208,4.020877,138,2.667697,922,17.823313,371,7.171853,1233,23.835298,3324,64.256717,616,11.907983,0.185318,0.370938,5162,6196.679569,1839153.852
7139,5744,6,37,574400,6037574400,Los Angeles,5744,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,1.309491,5265,5236,230,4.368471,618,11.737891,4106,77.986704,3669,69.686609,237,4.501424,225,4.273504,522,9.914529,478,9.078822,8,0.151946,0,0,0,0,0,0,464,8.812915,0,0,64,1.215574,64,1.215574,829,15.745489,380,7.217473,1249,23.722697,3184,60.474833,832,15.802469,0.261306,0.392273,5265,7457.822582,3391580.197
7142,5767,6,37,576700,6037576700,Los Angeles,5767,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,0.850171,4074,4074,167,4.099165,547,13.426607,3543,86.966126,2681,65.80756,217,5.32646,181,4.442808,365,8.959253,215,5.277368,50,1.227295,0,0,0,0,0,0,157,3.853706,0,0,236,5.792832,214,5.252822,783,19.21944,321,7.879234,468,11.487481,3246,79.675994,360,8.836524,0.110905,0.144177,4074,3609.127188,771926.6127
7143,5766.01,6,37,576601,6037576601,Los Angeles,5766.01,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,0.178118,4555,4555,769,16.882546,1680,36.882546,3232,70.954994,2265,49.725576,542,11.899012,489,10.735455,472,10.362239,376,8.254665,62,1.361141,0,0,0,0,0,0,540,11.855104,55,1.207464,248,5.444566,111,2.436882,1259,27.639956,155,3.402854,342,7.508232,3789,83.183315,424,9.308452,0.111902,0.090261,4555,3469.643842,460095.8513
7144,5766.02,6,37,576602,6037576602,Los Angeles,5766.02,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,1.949952,3815,3815,246,6.44823,853,22.359108,2692,70.563564,2096,54.941022,385,10.091743,370,9.698558,558,14.626474,504,13.211009,124,3.250327,0,0,0,0,0,0,296,7.758846,0,0,240,6.290956,163,4.272608,682,17.876802,51,1.336828,173,4.534731,3188,83.564875,454,11.900393,0.142409,0.054265,3815,5577.477431,507881.5645
7147,5762,6,37,576200,6037576200,Los Angeles,5762,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,0.268984,6031,6002,1727,28.812145,2934,48.948948,3131,51.915105,1432,23.743989,1028,17.045266,929,15.403747,695,11.523793,579,9.600397,81,1.34306,15,0.248714,37,0.613496,37,0.613496,1308,21.687945,26,0.431105,213,3.531752,133,2.205272,2880,47.753274,463,7.677002,1470,24.374067,4125,68.396617,436,7.229315,0.105696,0.356363,5994,3418.769679,696669.5303
7292,5775.01,6,37,577501,6037577501,Los Angeles,5775.01,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,0.525881,3488,3488,188,5.389908,396,11.353211,3310,94.896788,3073,88.102064,21,0.602064,21,0.602064,55,1.576834,44,1.261467,26,0.745412,0,0,29,0.831422,0,0,98,2.809633,8,0.229357,51,1.462155,51,1.462155,291,8.342889,145,4.15711,463,13.274082,2309,66.198394,716,20.527522,0.31009,0.200519,3488,4818.190007,1221531.991
7370,5737,6,37,573700,6037573700,Los Angeles,5737,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,0.70478,4877,4877,294,6.028296,536,10.990362,3991,81.833094,3376,69.222882,92,1.886405,28,0.574123,574,11.76953,379,7.77117,22,0.451096,0,0,0,0,0,0,523,10.723805,15,0.307566,325,6.663932,183,3.752306,896,18.371949,250,5.126102,1099,22.534344,3172,65.039983,606,12.425671,0.191046,0.346469,4877,5623.638209,1825381.086
7371,5738,6,37,573800,6037573800,Los Angeles,5738,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,0.592284,4370,4370,127,2.906178,326,7.459954,3780,86.498855,2912,66.636155,102,2.334096,76,1.73913,449,10.274599,220,5.034324,0,0,0,0,102,2.334096,0,0,320,7.322654,0,0,296,6.773455,240,5.49199,922,21.098398,213,4.874141,1066,24.393592,2779,63.592677,525,12.013729,0.188916,0.383591,4370,5445.482056,1534016.51
7372,5739.02,6,37,573902,6037573902,Los Angeles,5739.02,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,0.265673,2212,2212,115,5.198915,145,6.555153,1595,72.10669,1397,63.155515,186,8.408679,186,8.408679,382,17.269439,294,13.291139,105,4.746835,30,1.356238,0,0,0,0,90,4.068716,25,1.130198,146,6.600361,133,6.012658,147,6.645569,105,4.746835,489,22.10669,1395,63.065099,328,14.828209,0.235125,0.350537,2212,4322.29538,688095.1383
7404,5772,6,37,577200,6037577200,Los Angeles,5772,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,1.01901,5343,5270,694,12.988957,1419,26.558113,4477,83.791877,3683,68.931311,103,1.927755,90,1.684446,480,8.983717,415,7.767172,21,0.393037,0,0,118,2.208497,103,1.927755,293,5.48381,0,0,149,2.788695,85,1.590866,967,18.098446,44,0.823507,522,9.769792,4292,80.329402,529,9.900804,0.123252,0.121621,5343,4299.986298,996126.1103
7477,5742.01,6,37,574201,6037574201,Los Angeles,5742.01,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,0.499862,3361,3361,35,1.050105,269,8.070807,1903,56.620053,1722,51.234751,298,8.866408,215,6.396905,621,18.476643,504,14.995537,31,0.922344,0,0,0,0,0,0,665,19.785778,61,1.814936,113,3.362094,0,0,859,25.557869,258,7.676286,753,22.404046,2212,65.813745,396,11.782207,0.179023,0.340415,3333,4827.381596,1294642.009
7478,5746.01,6,37,574601,6037574601,Los Angeles,5746.01,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,0.500666,2715,0,0,0,0,0,2090,76.979742,1467,54.033149,311,11.45488,188,6.924493,460,16.942909,296,10.902394,154,5.672191,0,0,29,1.068139,15,0.552486,59,2.173112,0,0,344,12.670349,331,12.191528,418,15.395948,0,0,14,0.515653,2668,98.268876,33,1.215469,0.012368,0.005247,0,5916.761489,1296725.354
7623,5740,6,37,574000,6037574000,Los Angeles,5740,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,0.702662,5476,5476,200,3.691399,478,8.822443,4608,84.149013,3791,69.229364,109,1.990504,86,1.570489,595,10.865595,384,7.012417,88,1.607012,0,0,69,1.260043,69,1.260043,446,8.144631,29,0.529583,439,8.0168,407,7.432432,710,12.965668,361,6.592403,1335,24.379108,3236,59.094229,905,16.526661,0.279666,0.412546,5418,5838.067344,1819894.66
7732,5747,6,37,574700,6037574700,Los Angeles,5747,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,0.162485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2590.528599,420836.4545
7733,5746.02,6,37,574602,6037574602,Los Angeles,5746.02,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,0.226054,1084,1084,10,0.922509,97,8.948339,850,78.413284,827,76.291512,72,6.642066,72,6.642066,112,10.332103,112,10.332103,0,0,0,0,39,3.597785,39,3.597785,11,1.01476,0,0,0,0,0,0,34,3.136531,14,1.291512,169,15.590405,460,42.435424,455,41.974169,0.98913,0.367391,1084,3069.161845,585482.031
7734,5748,6,37,574800,6037574800,Los Angeles,5748,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,0.427824,2823,2823,304,10.768685,527,18.668083,2218,78.568898,2051,72.653205,102,3.613177,102,3.613177,408,14.452709,386,13.673397,12,0.425079,0,0,0,0,0,0,114,4.038257,0,0,31,1.098122,24,0.850159,260,9.21006,134,4.746723,419,14.842366,1954,69.217144,450,15.940488,0.230296,0.214431,2823,4663.11619,1108065.831
7736,5776.03,6,37,577603,6037577603,Los Angeles,5776.03,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,1.150926,8347,8347,395,4.741327,974,11.691273,7190,86.138732,6444,77.201389,283,3.390439,201,2.40805,510,6.109979,432,5.175512,69,0.826644,0,0,14,0.167724,0,0,568,6.80484,0,0,287,3.438361,183,2.192404,1087,13.022642,422,5.055708,1554,18.617467,5589,66.958188,1204,14.424344,0.215423,0.278046,8331,7418.258398,2980898.152
7737,5774,6,37,577400,6037577400,Los Angeles,5774,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,0.249178,2818,2774,248,8.800567,347,12.313697,2241,79.524485,2014,71.469127,96,3.406671,96,3.406671,336,11.923349,297,10.539389,8,0.283889,0,0,51,1.809794,51,1.809794,117,4.15188,0,0,31,1.10007,22,0.780695,338,11.994322,67,2.377572,293,10.397444,2169,76.969481,356,12.633073,0.16413,0.135085,2818,3616.292304,645373.1863
7738,5776.02,6,37,577602,6037577602,Los Angeles,5776.02,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,0.538329,3281,3281,213,6.491923,380,11.581834,2480,75.586711,2258,68.820481,238,7.253886,221,6.735751,484,14.7516,467,14.233465,7,0.213349,0,0,0,0,0,0,96,2.925937,25,0.761962,24,0.731484,24,0.731484,286,8.716854,82,2.499238,465,14.172508,2117,64.523011,699,21.30448,0.330184,0.21965,3281,5266.301354,1394271.808
7739,5773,6,37,577300,6037577300,Los Angeles,5773,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,1.186905,5133,5133,593,11.552698,1186,23.105396,4183,81.492304,3578,69.705825,225,4.383401,159,3.097603,296,5.766608,207,4.032729,204,3.974284,71,1.383206,76,1.480615,0,0,444,8.649912,0,0,257,5.006818,239,4.656146,879,17.124488,88,1.714397,421,8.201831,4335,84.453535,377,7.344632,0.086966,0.097116,5133,4202.552577,1031174.908
7851,5776.04,6,37,577604,6037577604,Los Angeles,5776.04,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,0.578696,1206,1206,70,5.804311,107,8.872305,1060,87.893864,1038,86.069651,58,4.809286,58,4.809286,110,9.121061,88,7.296849,0,0,0,0,0,0,0,0,0,0,0,0,22,1.824212,22,1.824212,0,0,53,4.394693,162,13.432835,769,63.76451,275,22.802653,0.357607,0.210663,1206,8481.26854,1446505.783
7859,5743,6,37,574300,6037574300,Los Angeles,5743,78.2kkk,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,0.961366,5437,5437,90,1.655324,290,5.333823,4210,77.432407,3625,66.672797,280,5.149898,170,3.126724,766,14.088651,648,11.918337,42,0.772484,0,0,0,0,0,0,426,7.835203,0,0,267,4.910796,238,4.377414,756,13.904726,290,5.333823,1177,21.647967,3361,61.817178,899,16.534853,0.267479,0.350193,5437,7721.442962,2489939.023
5832,2674.04,6,37,267404,6037267404,Los Angeles,2674.04,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,0.109824,3290,3290,244,7.416413,590,17.93313,2167,65.866261,1832,55.68389,171,5.197568,154,4.680851,488,14.832826,389,11.823708,343,10.425531,0,0,0,0,0,0,258,7.841945,0,0,137,4.164133,116,3.525835,799,24.285714,159,4.832826,312,9.483282,2555,77.659574,423,12.857142,0.165557,0.122113,3290,2246.715671,284445.643
5984,7014.02,6,37,701402,6037701402,Los Angeles,7014.02,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,0.414532,6897,6848,677,9.815861,1769,25.648832,6141,89.038712,5893,85.442946,111,1.609395,50,0.724952,450,6.524575,414,6.002609,53,0.76845,13,0.188487,64,0.927939,13,0.188487,221,3.204291,0,0,143,2.073365,143,2.073365,371,5.37915,124,1.797883,584,8.467449,4798,69.566478,1515,21.966072,0.315756,0.121717,6897,4142.525393,876944.1762
6512,2713,6,37,271300,6037271300,Los Angeles,2713,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,0.564704,4671,4486,514,11.06328,906,19.500645,3383,72.425604,2867,61.378719,109,2.333547,58,1.241704,1126,24.106187,975,20.873474,43,0.920573,0,0,0,0,0,0,172,3.682295,0,0,162,3.468208,125,2.676086,646,13.830014,369,7.899807,697,14.921858,3154,67.523014,820,17.555127,0.259987,0.220989,4646,5902.990614,1462583.279
6513,2712,6,37,271200,6037271200,Los Angeles,2712,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,0.202484,2342,2342,559,24.41048,796,34.759825,1540,65.755764,841,35.909479,61,2.604611,45,1.921434,635,27.113578,555,23.697694,61,2.604611,0,0,0,0,0,0,124,5.294619,0,0,68,2.903501,51,2.177625,850,36.293766,152,6.490179,413,17.6345,1782,76.088812,147,6.276686,0.082491,0.231762,2290,4173.458336,524434.8006
6687,7015.02,6,37,701502,6037701502,Los Angeles,7015.02,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,0.235594,3710,3279,376,11.46691,824,25.129612,2765,74.528301,2487,67.03504,162,4.366576,162,4.366576,703,18.948787,665,17.924528,8,0.215633,0,0,0,0,0,0,140,3.773584,20,0.539083,68,1.832884,56,1.509433,320,8.625336,93,2.506738,301,8.113207,2695,72.641509,714,19.245283,0.264935,0.111688,3279,3771.032169,610190.2907
6755,7017.01,6,37,701701,6037701701,Los Angeles,7017.01,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,0.253493,3127,3127,320,10.23345,729,23.313079,2464,78.797569,1999,63.927086,174,5.564438,137,4.381196,453,14.486728,398,12.727854,52,1.662935,0,0,0,0,0,0,128,4.09338,0,0,144,4.605052,144,4.605052,449,14.35881,128,4.09338,455,14.550687,2267,72.497601,405,12.95171,0.17865,0.200705,3127,3999.561883,656547.7238
6757,7013.02,6,37,701302,6037701302,Los Angeles,7013.02,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,0.176096,4632,4559,345,7.448186,1067,23.035405,4315,93.156303,4177,90.177029,38,0.820379,13,0.280656,317,6.843696,304,6.563039,24,0.518134,0,0,0,0,0,0,0,0,0,0,62,1.338514,62,1.338514,76,1.640759,153,3.303108,393,8.484455,3582,77.331606,657,14.183937,0.183417,0.109715,4632,3025.679411,456088.5755
6758,7016.01,6,37,701601,6037701601,Los Angeles,7016.01,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,0.475868,3920,3920,299,7.627551,580,14.795918,3407,86.913265,3147,80.280612,214,5.459183,126,3.214285,389,9.923469,323,8.239795,11,0.280612,0,0,0,0,0,0,95,2.423469,17,0.433673,159,4.056122,145,3.698979,162,4.132653,191,4.872448,776,19.795918,2490,63.520408,654,16.683673,0.26265,0.311646,3920,4984.395747,1232497.714
6759,7018.01,6,37,701801,6037701801,Los Angeles,7018.01,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,0.733361,5554,5554,1017,18.311127,1939,34.911775,3368,60.640979,2128,38.314728,453,8.156283,345,6.211739,698,12.567518,673,12.117392,47,0.846236,14,0.25207,17,0.306085,0,0,1096,19.733525,0,0,125,2.25063,110,1.980554,2284,41.123514,204,3.673028,806,14.512063,4100,73.820669,648,11.667266,0.158048,0.196585,5554,5883.779551,1899405.962
6760,7016.02,6,37,701602,6037701602,Los Angeles,7016.02,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,0.255036,3508,3464,226,6.442417,682,19.441277,2807,80.017103,2609,74.372862,45,1.282782,0,0,590,16.8187,516,14.709236,0,0,0,0,11,0.313568,0,0,193,5.50171,0,0,130,3.705815,84,2.394526,299,8.523375,159,4.532497,342,9.749144,2804,79.931584,362,10.31927,0.129101,0.121968,3508,4001.986776,660545.2004
6761,7015.01,6,37,701501,6037701501,Los Angeles,7015.01,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,0.238406,4646,4502,367,7.929991,1070,23.120138,4244,91.347395,4029,86.719758,118,2.539819,92,1.980198,130,2.798105,114,2.453723,28,0.602668,0,0,0,0,0,0,225,4.842875,0,0,80,1.721911,23,0.495049,388,8.351269,158,3.400774,496,10.67585,3410,73.39647,740,15.927679,0.217008,0.145454,4628,3769.801821,617471.362
6762,7017.02,6,37,701702,6037701702,Los Angeles,7017.02,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,0.234359,2992,2672,404,13.741496,845,28.741496,2530,84.558823,2237,74.766042,142,4.745989,78,2.606951,229,7.653743,183,6.11631,37,1.236631,0,0,35,1.169786,35,1.169786,131,4.378342,0,0,83,2.774064,83,2.774064,376,12.566844,92,3.074866,333,11.129679,2035,68.014705,624,20.855614,0.306633,0.163636,2940,3757.098307,606990.896
6873,7023,6,37,702300,6037702300,Los Angeles,7023,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,1.00359,6612,6458,986,15.267884,1394,21.58563,4830,73.049001,3876,58.620689,451,6.820931,439,6.639443,1214,18.360556,977,14.776164,51,0.771324,9,0.136116,0,0,0,0,369,5.580762,117,1.769509,303,4.582577,303,4.582577,891,13.475499,401,6.06473,1262,19.086509,4454,67.362371,896,13.551119,0.201167,0.28334,6458,6461.512622,2599296.599
7114,2674.03,6,37,267403,6037267403,Los Angeles,2674.03,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,0.09479,3132,3132,433,13.825031,801,25.574712,2221,70.913154,1821,58.141762,25,0.798212,14,0.446998,811,25.893997,691,22.062579,20,0.638569,11,0.351213,0,0,0,0,195,6.226053,0,0,140,4.469987,72,2.29885,523,16.698595,151,4.8212,269,8.588761,2631,84.003831,232,7.407407,0.088179,0.102242,3132,2387.171248,245508.3742
7491,2673,6,37,267300,6037267300,Los Angeles,2673,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,0.166016,3869,3782,795,21.020624,1800,47.593865,1704,44.042388,1430,36.960454,202,5.220987,202,5.220987,986,25.484621,831,21.478418,13,0.336004,13,0.336004,93,2.403721,0,0,1072,27.707417,0,0,155,4.006203,155,4.006203,1238,31.997932,165,4.264667,559,14.448177,3007,77.720341,303,7.831481,0.100764,0.185899,3782,2644.853176,429983.5233
7492,2674.02,6,37,267402,6037267402,Los Angeles,2674.02,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,0.165576,4459,4154,366,8.523521,869,20.23754,3121,69.993272,2828,63.422291,111,2.489347,76,1.704418,904,20.273603,840,18.838304,32,0.717649,0,0,15,0.336398,0,0,387,8.679076,54,1.211033,111,2.489347,111,2.489347,550,12.334604,195,4.373177,381,8.544516,3630,81.408387,448,10.047095,0.123415,0.104958,4294,2695.504947,428843.2745
7493,2675.01,6,37,267501,6037267501,Los Angeles,2675.01,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,0.175232,5705,5705,866,15.179666,2138,37.475898,2903,50.885188,2143,37.56354,185,3.242769,185,3.242769,1022,17.91411,863,15.127081,13,0.22787,13,0.22787,43,0.753724,0,0,1678,29.412795,39,0.68361,139,2.436459,139,2.436459,2323,40.718667,235,4.119193,829,14.531113,4522,79.263803,354,6.205083,0.078283,0.183325,5705,2763.793969,453851.0643
7494,2675.02,6,37,267502,6037267502,Los Angeles,2675.02,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,0.167842,3347,3347,733,21.900209,1074,32.088437,1981,59.187331,1722,51.449058,167,4.989542,127,3.794442,785,23.453839,755,22.557514,135,4.033462,0,0,0,0,0,0,409,12.219898,0,0,119,3.555422,119,3.555422,624,18.643561,246,7.349865,447,13.355243,2705,80.818643,195,5.826112,0.072088,0.165249,3347,2720.881101,434712.6257
7495,2676,6,37,267600,6037267600,Los Angeles,2676,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,0.490146,2771,2771,505,18.224467,639,23.060267,1368,49.368459,1114,40.202093,222,8.011548,212,7.650667,1020,36.809815,996,35.943702,27,0.974377,27,0.974377,0,0,0,0,224,8.083724,0,0,90,3.247924,34,1.226993,388,14.002165,146,5.268856,337,12.161674,2076,74.918801,358,12.919523,0.172447,0.162331,2771,4641.581693,1269479.704
7605,2677,6,37,267700,6037267700,Los Angeles,2677,78.2kkkk,Santa Monica Central/Sawtelle/West Los Angeles,0.313908,3362,3362,439,13.057703,1028,30.577037,1467,43.634741,1021,30.368828,146,4.342653,111,3.301606,1456,43.307555,1362,40.5116,15,0.446162,0,0,0,0,0,0,390,11.600237,0,0,112,3.33135,112,3.33135,756,22.486615,175,5.205234,368,10.945865,2642,78.584176,352,10.469958,0.133232,0.139288,3362,3715.14801,813021.7393
6114,2219,6,37,221900,6037221900,Los Angeles,2219,78.2l,Exposition Park/Leimert Park,0.1582,4797,2839,1714,60.37337,2276,80.169073,2277,47.467166,1547,32.249322,551,11.486345,475,9.902022,1296,27.016885,1187,24.744632,33,0.687929,2,0.041692,0,0,0,0,802,16.718782,73,1.521784,162,3.37711,162,3.37711,1351,28.163435,175,3.648113,441,9.193245,4133,86.158015,223,4.648738,0.053955,0.106702,2839,3240.343328,409738.4895
6119,2226,6,37,222600,6037222600,Los Angeles,2226,78.2l,Exposition Park/Leimert Park,0.251713,5251,5251,2217,42.317236,3757,71.712158,1360,25.899828,417,7.941344,1581,30.10855,1534,29.213483,573,10.912207,512,9.750523,20,0.380879,0,0,0,0,0,0,1905,36.278804,33,0.628451,188,3.58027,108,2.056751,2647,50.409445,300,5.713197,1263,24.052561,3663,69.758141,325,6.189297,0.088725,0.344799,5239,3226.49547,651938.0981
6225,2227,6,37,222700,6037222700,Los Angeles,2227,78.2l,Exposition Park/Leimert Park,0.315598,4902,201,137,68.159203,161,80.099502,2986,60.913912,2493,50.856793,411,8.384332,279,5.691554,1341,27.356181,1307,26.662586,7,0.142798,0,0,43,0.877192,10,0.203998,349,7.119543,30,0.611995,228,4.651162,70,1.427988,713,14.545083,0,0,211,4.304365,4691,95.695634,0,0,0,0.044979,201,4142.437639,817399.4217
6343,2246,6,37,224600,6037224600,Los Angeles,2246,78.2l,Exposition Park/Leimert Park,0.277577,3456,3305,1227,37.125567,2566,77.639939,955,27.633101,24,0.694444,190,5.497685,181,5.237268,32,0.925925,32,0.925925,0,0,0,0,0,0,0,0,2279,65.943287,0,0,0,0,0,0,3219,93.142361,344,9.953703,1123,32.494212,2093,60.561342,240,6.944444,0.114667,0.53655,3305,3414.160936,718924.7976
6347,2267,6,37,226700,6037226700,Los Angeles,2267,78.2l,Exposition Park/Leimert Park,0.30221,5973,5973,2179,36.48083,4715,78.938556,2047,34.270885,53,0.887326,213,3.566047,163,2.728946,40,0.66968,13,0.217646,0,0,0,0,0,0,0,0,3757,62.899715,0,0,84,1.406328,27,0.452034,5717,95.714046,660,11.049723,2147,35.945086,3614,60.505608,212,3.549305,0.05866,0.594078,5973,3704.20609,782724.809
6547,2313,6,37,231300,6037231300,Los Angeles,2313,78.2l,Exposition Park/Leimert Park,0.253843,4663,4604,1407,30.173707,2653,56.894702,840,18.014153,21,0.450353,1850,39.674029,1831,39.266566,27,0.579026,15,0.321681,40,0.857816,0,0,0,0,0,0,2013,43.169633,0,0,107,2.29466,25,0.536135,2771,59.425262,316,6.776753,1287,27.600257,2921,62.642075,455,9.757666,0.155768,0.440602,4663,3244.210846,657453.9048
6554,2318,6,37,231800,6037231800,Los Angeles,2318,78.2l,Exposition Park/Leimert Park,0.200871,5141,5141,2173,42.268041,3961,77.047267,1001,19.47092,119,2.314724,811,15.775141,686,13.343707,31,0.602995,31,0.602995,16,0.311223,0,0,0,0,0,0,3388,65.901575,9,0.175063,106,2.061855,0,0,4296,83.563509,466,9.064384,1839,35.77125,3118,60.649679,184,3.57907,0.059012,0.589801,5141,2905.691156,520257.3447
6555,2311,6,37,231100,6037231100,Los Angeles,2311,78.2l,Exposition Park/Leimert Park,0.345197,2587,2587,1295,50.057982,1997,77.19366,777,30.034789,48,1.855431,348,13.451874,292,11.287205,0,0,0,0,0,0,0,0,0,0,0,0,1518,58.678005,0,0,56,2.164669,0,0,2247,86.857363,188,7.267104,808,31.233088,1571,60.72671,208,8.040201,0.132399,0.514322,2587,3937.99328,894059.7874
6557,2312.1,6,37,231210,6037231210,Los Angeles,2312.1,78.2l,Exposition Park/Leimert Park,0.123814,3274,3274,1030,31.459987,2126,64.935858,620,18.93708,64,1.954795,552,16.860109,552,16.860109,184,5.620036,184,5.620036,0,0,0,0,0,0,0,0,1918,58.582773,9,0.274893,0,0,0,0,2465,75.290164,289,8.827122,896,27.367135,2224,67.929138,154,4.703726,0.069244,0.402877,3274,2414.828279,320680.3064
